hotelid,outbounddeparturedatetime,inbounddeparturedatetime,countadults,countchildren,price,inbounddepartureairport,outboundarrivalairport,inboundarrivaldatetime,outbounddepartureairport,inboundarrivalairport,outboundarrivaldatetime,mealtype,oceanview,roomtype
822,2023-09-08T00:00:00+00:00,2023-09-11T00:00:00+00:00,6,0,3393,PMI,PMI,2023-09-11T09:30:00+00:00,BER,BER,2023-09-08T21:55:00+00:00,BREAKFAST,False,DOUBLE
727,2023-05-30T05:55:00+00:00,2023-06-04T09:05:00+00:00,10,0,8180,PMI,PMI,2023-06-04T11:40:00+00:00,DUS,DUS,2023-05-30T08:25:00+00:00,BREAKFAST,False,STUDIO
975,2023-09-01T00:00:00+00:00,2023-09-04T00:00:00+00:00,4,0,11153,PMI,PMI,2023-09-04T12:10:00+00:00,NRN,NRN,2023-09-01T17:40:00+00:00,BREAKFAST,False,DOUBLE
635,2023-06-02T00:00:00+00:00,2023-06-05T00:00:00+00:00,3,0,1421,PMI,PMI,2023-06-05T10:35:00+00:00,HAM,HAM,2023-06-02T16:15:00+00:00,NONE,False,APARTMENT
450,2023-10-04T06:25:00+00:00,2023-10-13T10:05:00+00:00,2,0,1080,PMI,PMI,2023-10-13T12:10:00+00:00,STR,STR,2023-10-04T08:30:00+00:00,NONE,False,DOUBLE
99,2023-10-05T17:45:00+00:00,2023-10-14T09:05:00+00:00,2,0,1718,PMI,PMI,2023-10-14T11:10:00+00:00,MUC,MUC,2023-10-05T19:55:00+00:00,HALFBOARD,False,DOUBLE
515,2023-04-09T00:00:00+00:00,2023-04-13T00:00:00+00:00,2,0,1280,PMI,PMI,2023-04-13T17:55:00+00:00,STR,STR,2023-04-09T08:20:00+00:00,HALFBOARD,False,DOUBLE
488,2023-07-10T04:45:00+00:00,2023-07-24T09:10:00+00:00,2,2,2640,PMI,PMI,2023-07-24T11:25:00+00:00,FRA,FRA,2023-07-10T06:50:00+00:00,NONE,False,APARTMENT
853,2023-05-09T00:00:00+00:00,2023-05-18T00:00:00+00:00,1,0,894,PMI,PMI,2023-05-18T13:25:00+00:00,STR,STR,2023-05-09T21:30:00+00:00,NONE,False,SINGLE
287,2023-07-18T00:00:00+00:00,2023-08-01T00:00:00+00:00,2,0,3057,PMI,PMI,2023-08-01T12:25:00+00:00,FMM,FMM,2023-07-18T22:55:00+00:00,HALFBOARD,False,DOUBLE
134,2023-07-18T00:00:00+00:00,2023-08-01T00:00:00+00:00,2,0,3406,PMI,PMI,2023-08-01T12:25:00+00:00,FMM,FMM,2023-07-18T22:55:00+00:00,HALFBOARD,False,DOUBLE
790,2023-06-22T00:00:00+00:00,2023-07-03T00:00:00+00:00,2,0,4092,PMI,PMI,2023-07-03T09:30:00+00:00,CGN,CGN,2023-06-22T13:20:00+00:00,BREAKFAST,False,SUITE
443,2023-04-10T00:00:00+00:00,2023-04-15T00:00:00+00:00,1,1,2151,PMI,PMI,2023-04-15T09:40:00+00:00,SCN,SCN,2023-04-10T12:20:00+00:00,BREAKFAST,False,SUITE
242,2023-06-05T15:55:00+00:00,2023-06-12T09:15:00+00:00,1,0,1420,PMI,PMI,2023-06-12T11:40:00+00:00,DUS,DUS,2023-06-05T18:20:00+00:00,BREAKFAST,False,SINGLE
997,2023-06-05T00:00:00+00:00,2023-06-09T00:00:00+00:00,5,0,3597,PMI,PMI,2023-06-09T21:55:00+00:00,FMO,FMO,2023-06-05T11:45:00+00:00,NONE,False,APARTMENT
88,2023-06-05T00:00:00+00:00,2023-06-09T00:00:00+00:00,5,0,2701,PMI,PMI,2023-06-09T21:55:00+00:00,FMO,FMO,2023-06-05T11:45:00+00:00,ALLINCLUSIVE,False,DOUBLE
199,2023-08-11T00:00:00+00:00,2023-08-23T00:00:00+00:00,2,0,2409,PMI,PMI,2023-08-23T09:15:00+00:00,FMO,FMO,2023-08-12T00:40:00+00:00,BREAKFAST,False,DOUBLE
574,2023-10-16T17:30:00+00:00,2023-10-23T14:15:00+00:00,2,1,3168,PMI,PMI,2023-10-23T16:15:00+00:00,FKB,FKB,2023-10-16T19:30:00+00:00,HALFBOARD,False,SUITE
435,2023-06-08T15:00:00+00:00,2023-06-11T09:35:00+00:00,4,0,3400,PMI,PMI,2023-06-11T12:25:00+00:00,HAM,HAM,2023-06-08T17:45:00+00:00,ALLINCLUSIVE,False,DOUBLE
898,2023-09-11T17:15:00+00:00,2023-09-18T20:30:00+00:00,2,0,1012,PMI,PMI,2023-09-18T23:00:00+00:00,PAD,PAD,2023-09-11T19:40:00+00:00,BREAKFAST,False,DOUBLE
856,2023-03-20T00:00:00+00:00,2023-04-04T00:00:00+00:00,1,0,3028,PMI,PMI,2023-04-04T12:25:00+00:00,FMM,FMM,2023-03-20T19:40:00+00:00,BREAKFAST,False,SINGLE
619,2023-06-03T10:10:00+00:00,2023-06-10T09:35:00+00:00,2,2,2564,PMI,PMI,2023-06-10T17:50:00+00:00,STR,STR,2023-06-03T17:25:00+00:00,NONE,False,APARTMENT
267,2023-05-13T18:30:00+00:00,2023-05-17T12:50:00+00:00,2,0,846,PMI,PMI,2023-05-17T15:20:00+00:00,DTM,DTM,2023-05-13T20:45:00+00:00,NONE,False,APARTMENT
156,2023-05-13T18:30:00+00:00,2023-05-17T14:50:00+00:00,2,0,1212,PMI,PMI,2023-05-17T17:25:00+00:00,DTM,DTM,2023-05-13T20:45:00+00:00,BREAKFAST,False,DOUBLE
956,2023-08-13T08:45:00+00:00,2023-08-19T03:45:00+00:00,2,0,2570,PMI,PMI,2023-08-19T06:05:00+00:00,DUS,DUS,2023-08-13T11:10:00+00:00,HALFBOARD,False,DOUBLE
18,2023-07-25T13:10:00+00:00,2023-08-07T08:10:00+00:00,1,0,2831,PMI,PMI,2023-08-07T16:40:00+00:00,DRS,DRS,2023-07-25T20:15:00+00:00,NONE,False,APARTMENT
419,2023-08-22T00:00:00+00:00,2023-08-29T00:00:00+00:00,2,0,2369,PMI,PMI,2023-08-29T17:30:00+00:00,CGN,CGN,2023-08-22T12:50:00+00:00,HALFBOARD,False,DOUBLE
382,2023-07-30T07:00:00+00:00,2023-08-09T09:35:00+00:00,2,1,3477,PMI,PMI,2023-08-09T17:55:00+00:00,BER,BER,2023-07-30T11:55:00+00:00,HALFBOARD,False,DOUBLE
400,2023-06-04T17:25:00+00:00,2023-06-11T08:25:00+00:00,2,1,4436,PMI,PMI,2023-06-11T10:35:00+00:00,SCN,SCN,2023-06-04T19:30:00+00:00,ALLINCLUSIVE,False,SUITE
538,2023-08-26T00:00:00+00:00,2023-08-30T00:00:00+00:00,2,0,948,PMI,PMI,2023-08-30T12:55:00+00:00,NUE,NUE,2023-08-26T12:40:00+00:00,HALFBOARD,False,DOUBLE
586,2023-08-26T00:00:00+00:00,2023-08-30T00:00:00+00:00,2,0,1394,PMI,PMI,2023-08-30T12:55:00+00:00,NUE,NUE,2023-08-26T12:40:00+00:00,BREAKFAST,False,DOUBLE
656,2023-05-28T00:00:00+00:00,2023-06-02T00:00:00+00:00,2,0,1918,PMI,PMI,2023-06-02T12:10:00+00:00,STR,STR,2023-05-28T08:20:00+00:00,HALFBOARD,False,SUITE
74,2023-05-13T00:00:00+00:00,2023-05-20T00:00:00+00:00,2,0,3101,PMI,PMI,2023-05-20T15:35:00+00:00,FRA,FRA,2023-05-13T18:20:00+00:00,ALLINCLUSIVE,False,DOUBLE
744,2023-08-17T00:00:00+00:00,2023-08-26T00:00:00+00:00,1,1,2042,PMI,PMI,2023-08-26T09:40:00+00:00,SCN,SCN,2023-08-17T13:25:00+00:00,NONE,False,STUDIO
691,2023-07-22T14:10:00+00:00,2023-07-30T12:40:00+00:00,2,0,2868,PMI,PMI,2023-07-30T14:55:00+00:00,NUE,NUE,2023-07-22T16:20:00+00:00,HALFBOARD,False,SUITE
611,2023-08-10T00:00:00+00:00,2023-08-22T00:00:00+00:00,2,1,7107,PMI,PMI,2023-08-22T20:15:00+00:00,FRA,FRA,2023-08-10T14:05:00+00:00,BREAKFAST,False,SINGLE
722,2023-08-15T00:00:00+00:00,2023-08-28T00:00:00+00:00,2,0,3000,PMI,PMI,2023-08-28T08:55:00+00:00,FMO,FMO,2023-08-15T22:10:00+00:00,NONE,False,DOUBLE
996,2023-09-10T15:30:00+00:00,2023-09-20T07:50:00+00:00,1,0,3482,PMI,PMI,2023-09-20T10:35:00+00:00,HAM,HAM,2023-09-10T18:15:00+00:00,BREAKFAST,False,STUDIO
121,2023-05-30T00:00:00+00:00,2023-06-07T00:00:00+00:00,2,0,2182,PMI,PMI,2023-06-07T17:50:00+00:00,FRA,FRA,2023-05-30T15:55:00+00:00,ALLINCLUSIVE,False,DOUBLE
